antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'NoFamilyHistoryAlzheimers'}),frozenset({'NoDiagnosis'}),0.7477896696137738,0.6463471382038157,0.47650069799906936,0.6372121966397014,0.9858668182712155,1.0,-0.00683101493417021,0.9748201524982303,-0.05378353266104595,0.5192697768762679,-0.025830249238528512,0.687216609478958
frozenset({'NoCardiovascularDisease'}),frozenset({'NoDiagnosis'}),0.855746859004188,0.6463471382038157,0.5583992554676593,0.6525285481239804,1.0095636068527243,1.0,0.005289722123398177,1.0177896914603801,0.06566935483870857,0.591715976331361,0.01747874989267622,0.758229716826569
frozenset({'NoDiabetes'}),frozenset({'NoDiagnosis'}),0.849232201023732,0.6463471382038157,0.5435086086551885,0.64,0.990179985601152,1.0,-0.005390194147028238,0.9823690605449563,-0.06171945701357455,0.570869990224829,-0.017947368421052597,0.7404463642908568
frozenset({'NoDepression'}),frozenset({'NoDiagnosis'}),0.7994416007445323,0.6463471382038157,0.5155886458818055,0.6449359720605355,0.9978167055133844,1.0,-0.0011281449205003957,0.9960256009276142,-0.010792156732772631,0.5542771385692846,-0.003990257949880417,0.7213160781828956
frozenset({'NoHeadInjury'}),frozenset({'NoDiagnosis'}),0.9073987901349465,0.6463471382038157,0.5835272219637041,0.6430769230769231,0.9949404663011575,1.0,-0.0029673892496233645,0.9908377593427578,-0.05205698005697961,0.6014388489208634,-0.009246963562752971,0.7729423492274465
frozenset({'NoHypertension'}),frozenset({'NoDiagnosis'}),0.8510935318752908,0.6463471382038157,0.5560725919032108,0.6533624931656643,1.0108538501173596,1.0,0.0059707232318385595,1.020238303194355,0.07210774058577421,0.5907068709836876,0.019836839227648142,0.756846833335892
"frozenset({'NoCardiovascularDisease', 'NoFamilyHistoryAlzheimers'})",frozenset({'NoDiagnosis'}),0.6430898092135877,0.6463471382038157,0.41228478362028853,0.6410998552821997,0.991881633550358,1.0,-0.0033744741729517247,0.9853795463756586,-0.022418312124359244,0.470026525198939,-0.014837382892832682,0.6394844128822805
"frozenset({'NoFamilyHistoryAlzheimers', 'NoDiabetes'})",frozenset({'NoDiagnosis'}),0.6314564913913449,0.6463471382038157,0.39692880409492787,0.6285924834193073,0.9725307752830031,1.0,-0.01121129201609028,0.952196296542504,-0.07118424091774016,0.4506075013206551,-0.050203622541985043,0.6213516772748084
"frozenset({'NoFamilyHistoryAlzheimers', 'NoDepression'})",frozenset({'NoDiagnosis'}),0.5979525360632852,0.6463471382038157,0.38203815728245694,0.6389105058365758,0.9884943679213833,1.0,-0.0044467531837614205,0.9794050159657257,-0.02813613196689891,0.44306529951430107,-0.021028056522629675,0.6149916100097206
"frozenset({'NoFamilyHistoryAlzheimers', 'NoHeadInjury'})",frozenset({'NoDiagnosis'}),0.6761284318287576,0.6463471382038157,0.4304327594229874,0.6366139022711631,0.9849411634130522,1.0,-0.006580917547763743,0.9732151670262419,-0.045079146593255424,0.4825247782994261,-0.027522005288513816,0.6512803132666111
"frozenset({'NoFamilyHistoryAlzheimers', 'NoHypertension'})",frozenset({'NoDiagnosis'}),0.6384364820846905,0.6463471382038157,0.41321544904606794,0.6472303206997085,1.0013664212985411,1.0,0.000563855925716561,1.002503566909845,0.0037740443145850688,0.47410571276027763,0.0024973147153600616,0.6432695879956426
"frozenset({'NoCardiovascularDisease', 'NoDiabetes'})",frozenset({'NoDiagnosis'}),0.7254536993950674,0.6463471382038157,0.46533271288971617,0.6414368184733804,0.992402968250032,1.0,-0.003562209613656886,0.9863055662616304,-0.027126676351427976,0.5133470225872692,-0.01388457513250724,0.6806896115405059
